FECHA,EMISION,PA,TV,TIPO BURSATILIDAD
2015-05-29 00:00:00,GAPB,109.56,1,AL
2015-06-04 00:00:00,GAPB,109.46,1,AL
2015-06-12 00:00:00,GAPB,108.73,1,AL
2015-06-25 00:00:00,GAPB,107.86,1,AL
2015-07-14 00:00:00,GAPB,116.67,1,AL
2015-08-28 00:00:00,GAPB,134.76,1,AL
2015-08-31 00:00:00,GAPB,140.38,1,AL
2015-09-15 00:00:00,GAPB,147.62,1,AL
2015-09-21 00:00:00,GAPB,147.25,1,AL
2015-10-01 00:00:00,GAPB,146.9,1,AL
2015-10-07 00:00:00,GAPB,148.37,1,AL
2015-11-04 00:00:00,GAPB,154.71,1,AL
2015-11-19 00:00:00,GAPB,157.06,1,AL
2015-12-07 00:00:00,GAPB,150.01,1,AL
2015-12-14 00:00:00,GAPB,154.19,1,AL
2015-12-21 00:00:00,GAPB,154.56,1,AL
2015-12-24 00:00:00,GAPB,158.25,1,AL
2016-01-06 00:00:00,GAPB,146.99,1,AL
2016-02-18 00:00:00,GAPB,151.8,1,AL
2016-02-24 00:00:00,GAPB,141.13,1,AL
2016-03-01 00:00:00,GAPB,142.89,1,AL
2016-03-07 00:00:00,GAPB,140.19,1,AL
2016-03-10 00:00:00,GAPB,145.75,1,AL
2016-03-22 00:00:00,GAPB,150.12,1,AL
2016-03-23 00:00:00,GAPB,150.4,1,AL
2016-03-28 00:00:00,GAPB,151.41,1,AL
2016-03-30 00:00:00,GAPB,152.82,1,AL
2015-05-19 00:00:00,GFINTERO,99.22,1,ME
2015-05-20 00:00:00,GFINTERO,99.52,1,ME
2015-05-27 00:00:00,GFINTERO,99.33,1,ME
2015-06-01 00:00:00,GFINTERO,98.74,1,ME
2015-06-11 00:00:00,GFINTERO,96.96,1,ME
2015-07-01 00:00:00,GFINTERO,96.68,1,ME
2015-07-07 00:00:00,GFINTERO,97.37,1,ME
2015-07-10 00:00:00,GFINTERO,98.5,1,ME
2015-08-06 00:00:00,GFINTERO,100.02,1,ME
2015-08-07 00:00:00,GFINTERO,99.01,1,ME
2015-08-13 00:00:00,GFINTERO,97.54,1,ME
2015-08-24 00:00:00,GFINTERO,91.2,1,ME
2015-10-01 00:00:00,GFINTERO,96.46,1,ME
2015-11-04 00:00:00,GFINTERO,108.09,1,ME
2015-11-12 00:00:00,GFINTERO,106.9,1,ME
2015-12-29 00:00:00,GFINTERO,102.29,1,ME
2016-01-22 00:00:00,GFINTERO,96.22,1,ME
2016-02-03 00:00:00,GFINTERO,98.22,1,ME
2016-02-05 00:00:00,GFINTERO,98.03,1,ME
2016-02-18 00:00:00,GFINTERO,96.99,1,ME
2016-02-26 00:00:00,GFINTERO,94.15,1,ME
2016-03-10 00:00:00,GFINTERO,97.57,1,ME
2016-03-23 00:00:00,GFINTERO,99.5,1,ME
2016-03-29 00:00:00,GFINTERO,98,1,ME
2015-06-17 00:00:00,GICSAB,16.5,1,ME
2015-06-19 00:00:00,GICSAB,16.3,1,ME
2015-07-02 00:00:00,GICSAB,16.88,1,ME
2015-07-14 00:00:00,GICSAB,16.33,1,ME
2015-07-17 00:00:00,GICSAB,16.1,1,ME
2015-07-24 00:00:00,GICSAB,15.61,1,ME
2015-08-10 00:00:00,GICSAB,15.1,1,ME
2015-08-11 00:00:00,GICSAB,15.11,1,ME
2015-08-28 00:00:00,GICSAB,14.46,1,ME
2015-09-24 00:00:00,GICSAB,14.12,1,ME
2015-10-08 00:00:00,GICSAB,15.48,1,ME
2015-10-14 00:00:00,GICSAB,15.95,1,ME
2015-10-19 00:00:00,GICSAB,15.68,1,ME
2015-11-03 00:00:00,GICSAB,16.2,1,ME
2015-11-26 00:00:00,GICSAB,16.8,1,ME
2015-12-16 00:00:00,GICSAB,16.61,1,ME
2015-12-17 00:00:00,GICSAB,16.8,1,ME
2016-01-12 00:00:00,GICSAB,15.39,1,ME
2016-01-14 00:00:00,GICSAB,14.38,1,ME
2016-01-18 00:00:00,GICSAB,14.2,1,ME
2016-01-21 00:00:00,GICSAB,13.96,1,ME
2016-01-22 00:00:00,GICSAB,14.64,1,ME
2016-01-26 00:00:00,GICSAB,14.2,1,ME
2015-04-13 00:00:00,GMEXICOB,45.2,1,AL
2015-06-10 00:00:00,GMEXICOB,47.33,1,AL
2015-06-19 00:00:00,GMEXICOB,46.98,1,AL
2015-07-01 00:00:00,GMEXICOB,46.63,1,AL
2015-08-05 00:00:00,GMEXICOB,42.88,1,AL
2015-09-10 00:00:00,GMEXICOB,42.57,1,AL
2015-10-09 00:00:00,GMEXICOB,45.28,1,AL
2015-10-27 00:00:00,GMEXICOB,41.73,1,AL
2015-11-05 00:00:00,GMEXICOB,39.92,1,AL
2015-11-09 00:00:00,GMEXICOB,39.49,1,AL
2015-11-11 00:00:00,GMEXICOB,39.05,1,AL
2015-11-17 00:00:00,GMEXICOB,37.2,1,AL
2015-11-19 00:00:00,GMEXICOB,37.52,1,AL
2015-12-11 00:00:00,GMEXICOB,35.69,1,AL
2016-01-22 00:00:00,GMEXICOB,34.78,1,AL
2016-02-11 00:00:00,GMEXICOB,33.53,1,AL
2016-02-17 00:00:00,GMEXICOB,36.98,1,AL
2016-02-24 00:00:00,GMEXICOB,37.35,1,AL
2015-04-01 00:00:00,HERDEZ*,39.47,1,ME
2015-04-08 00:00:00,HERDEZ*,41.96,1,ME
2015-04-09 00:00:00,HERDEZ*,41.81,1,ME
2015-04-22 00:00:00,HERDEZ*,41.58,1,ME
2015-05-20 00:00:00,HERDEZ*,40.54,1,ME
2015-05-28 00:00:00,HERDEZ*,39.52,1,ME
2015-06-23 00:00:00,HERDEZ*,40.3,1,ME
2015-06-29 00:00:00,HERDEZ*,40.27,1,ME
2015-07-02 00:00:00,HERDEZ*,40.5,1,ME
2015-07-06 00:00:00,HERDEZ*,39.99,1,ME
2015-07-07 00:00:00,HERDEZ*,40.68,1,ME
2015-07-13 00:00:00,HERDEZ*,41.48,1,ME
2015-08-12 00:00:00,HERDEZ*,43.07,1,ME
2015-08-18 00:00:00,HERDEZ*,42.31,1,ME
2015-09-11 00:00:00,HERDEZ*,43.07,1,ME
2015-10-01 00:00:00,HERDEZ*,44.27,1,ME
2015-10-02 00:00:00,HERDEZ*,43.87,1,ME
2015-10-23 00:00:00,HERDEZ*,47.23,1,ME
2015-11-06 00:00:00,HERDEZ*,46,1,ME
2015-11-10 00:00:00,HERDEZ*,44.93,1,ME
2015-12-01 00:00:00,HERDEZ*,45.03,1,ME
2015-12-28 00:00:00,HERDEZ*,45,1,ME
2016-02-11 00:00:00,HERDEZ*,41.82,1,ME
2016-02-12 00:00:00,HERDEZ*,42.38,1,ME
2016-02-15 00:00:00,HERDEZ*,42.56,1,ME
2016-02-17 00:00:00,HERDEZ*,42.64,1,ME
2016-02-19 00:00:00,HERDEZ*,40.7,1,ME
2016-02-23 00:00:00,HERDEZ*,39.6,1,ME
2016-03-09 00:00:00,HERDEZ*,36.97,1,ME
2016-03-30 00:00:00,HERDEZ*,38.82,1,ME
2015-10-27 00:00:00,HOMEX*,11.6,1,ME
2015-11-05 00:00:00,HOMEX*,7.83,1,ME
2015-11-10 00:00:00,HOMEX*,7.42,1,ME
2015-12-11 00:00:00,HOMEX*,5.09,1,ME
2015-12-14 00:00:00,HOMEX*,4.9,1,ME
2015-12-17 00:00:00,HOMEX*,4.43,1,ME
2015-12-22 00:00:00,HOMEX*,3.95,1,ME
2016-01-22 00:00:00,HOMEX*,3.32,1,ME
2016-01-27 00:00:00,HOMEX*,4.01,1,ME
2016-02-04 00:00:00,HOMEX*,4.11,1,ME
2016-02-24 00:00:00,HOMEX*,3.69,1,ME
2016-03-04 00:00:00,HOMEX*,3.9,1,ME
2016-03-09 00:00:00,HOMEX*,3.84,1,ME
2016-03-18 00:00:00,HOMEX*,3.72,1,ME
2015-04-20 00:00:00,KIMBERA,31.528691,1,AL
2015-04-23 00:00:00,KIMBERA,31.096925,1,AL
2015-04-28 00:00:00,KIMBERA,33.402946,1,AL
2015-05-15 00:00:00,KIMBERA,33.589389,1,AL
2015-06-02 00:00:00,KIMBERA,33.972091,1,AL
2015-06-05 00:00:00,KIMBERA,33.24594,1,AL
2015-06-11 00:00:00,KIMBERA,33.030057,1,AL
2015-07-10 00:00:00,KIMBERA,35.130007,1,AL
2015-08-17 00:00:00,KIMBERA,37.004261,1,AL
2015-08-27 00:00:00,KIMBERA,35.738404,1,AL
2015-09-15 00:00:00,KIMBERA,37.799103,1,AL
2015-09-22 00:00:00,KIMBERA,39.251404,1,AL
2015-09-24 00:00:00,KIMBERA,37.769664,1,AL
2015-09-29 00:00:00,KIMBERA,37.386578,1,AL
2015-09-30 00:00:00,KIMBERA,37.882027,1,AL
2015-10-07 00:00:00,KIMBERA,39.051287,1,AL
2015-11-05 00:00:00,KIMBERA,40.775449,1,AL
2015-11-09 00:00:00,KIMBERA,40.369181,1,AL
2015-12-01 00:00:00,KIMBERA,39.75,1,AL
2015-12-18 00:00:00,KIMBERA,40.4,1,AL
2015-12-29 00:00:00,KIMBERA,39.88,1,AL
2016-01-06 00:00:00,KIMBERA,39.13,1,AL
2016-01-15 00:00:00,KIMBERA,39.26,1,AL
2016-01-26 00:00:00,KIMBERA,41.47,1,AL
2016-02-03 00:00:00,KIMBERA,42.29,1,AL
2016-03-29 00:00:00,KIMBERA,41.54,1,AL
2015-04-08 00:00:00,MEXCHEM*,41.83,1,AL
2015-04-22 00:00:00,MEXCHEM*,44.14,1,AL
2015-04-27 00:00:00,MEXCHEM*,44.86,1,AL
2015-05-06 00:00:00,MEXCHEM*,45.53,1,AL
2015-05-14 00:00:00,MEXCHEM*,46.99,1,AL
2015-05-20 00:00:00,MEXCHEM*,47.15,1,AL
2015-05-26 00:00:00,MEXCHEM*,46.38,1,AL
2015-06-01 00:00:00,MEXCHEM*,45.95,1,AL
2015-06-04 00:00:00,MEXCHEM*,45.4,1,AL
2015-06-12 00:00:00,MEXCHEM*,46.24,1,AL
2015-06-29 00:00:00,MEXCHEM*,45.49,1,AL
2015-07-31 00:00:00,MEXCHEM*,47.19,1,AL
2015-08-27 00:00:00,MEXCHEM*,42.4,1,AL
2015-08-28 00:00:00,MEXCHEM*,42.33,1,AL
2015-09-24 00:00:00,MEXCHEM*,40.93,1,AL
2015-09-29 00:00:00,MEXCHEM*,40.9,1,AL
2015-10-01 00:00:00,MEXCHEM*,41.99,1,AL
2015-10-19 00:00:00,MEXCHEM*,45.15,1,AL
2015-10-29 00:00:00,MEXCHEM*,44.43,1,AL
2015-12-02 00:00:00,MEXCHEM*,40.16,1,AL
2015-12-10 00:00:00,MEXCHEM*,39.46,1,AL
2016-01-11 00:00:00,MEXCHEM*,37.24,1,AL
2016-01-15 00:00:00,MEXCHEM*,36.83,1,AL
2016-01-22 00:00:00,MEXCHEM*,36.81,1,AL
2016-02-03 00:00:00,MEXCHEM*,36.52,1,AL
2016-02-19 00:00:00,MEXCHEM*,36.32,1,AL
2016-02-26 00:00:00,MEXCHEM*,37.01,1,AL
2016-03-14 00:00:00,MEXCHEM*,42.13,1,AL
2016-03-28 00:00:00,MEXCHEM*,42.92,1,AL
2015-04-10 00:00:00,PAPPEL*,21.47,1,ME
2015-04-28 00:00:00,PAPPEL*,22.7,1,ME
2015-05-15 00:00:00,PAPPEL*,21.58,1,ME
2015-05-21 00:00:00,PAPPEL*,21.18,1,ME
2015-05-22 00:00:00,PAPPEL*,21.04,1,ME
2015-06-05 00:00:00,PAPPEL*,20.71,1,ME
2015-07-07 00:00:00,PAPPEL*,21.09,1,ME
2015-07-24 00:00:00,PAPPEL*,20.13,1,ME
2015-08-03 00:00:00,PAPPEL*,19.02,1,ME
2015-08-14 00:00:00,PAPPEL*,19.3,1,ME
2015-08-19 00:00:00,PAPPEL*,19.15,1,ME
2015-08-20 00:00:00,PAPPEL*,18.97,1,ME
2015-09-02 00:00:00,PAPPEL*,17.13,1,ME
2015-09-03 00:00:00,PAPPEL*,17.35,1,ME
2015-09-17 00:00:00,PAPPEL*,16.59,1,ME
2015-09-21 00:00:00,PAPPEL*,16.4,1,ME
2015-10-05 00:00:00,PAPPEL*,16.47,1,ME
2015-10-06 00:00:00,PAPPEL*,17.06,1,ME
2015-10-08 00:00:00,PAPPEL*,17.69,1,ME
2015-10-14 00:00:00,PAPPEL*,17.26,1,ME
2015-10-21 00:00:00,PAPPEL*,18.05,1,ME
2015-10-22 00:00:00,PAPPEL*,18.22,1,ME
2015-11-18 00:00:00,PAPPEL*,17.28,1,ME
2015-11-25 00:00:00,PAPPEL*,16.86,1,ME
2015-12-24 00:00:00,PAPPEL*,15.95,1,ME
2016-01-07 00:00:00,PAPPEL*,15.96,1,ME
2016-01-13 00:00:00,PAPPEL*,16.15,1,ME
2016-02-03 00:00:00,PAPPEL*,16.72,1,ME
2016-02-19 00:00:00,PAPPEL*,17.14,1,ME
2016-03-07 00:00:00,PAPPEL*,18.49,1,ME
2015-04-01 00:00:00,SORIANAB,38.48,1,ME
2015-04-07 00:00:00,SORIANAB,38.72,1,ME
2015-04-22 00:00:00,SORIANAB,39.09,1,ME
2015-06-02 00:00:00,SORIANAB,36,1,ME
2015-06-12 00:00:00,SORIANAB,35.85,1,ME
2015-06-15 00:00:00,SORIANAB,35.8,1,ME
2015-06-24 00:00:00,SORIANAB,35.26,1,ME
2015-06-29 00:00:00,SORIANAB,35.01,1,ME
2015-07-16 00:00:00,SORIANAB,34.24,1,ME
2015-07-24 00:00:00,SORIANAB,33.56,1,ME
2015-07-28 00:00:00,SORIANAB,32.55,1,ME
2015-07-29 00:00:00,SORIANAB,32.46,1,ME
2015-08-06 00:00:00,SORIANAB,32.49,1,ME
2015-08-10 00:00:00,SORIANAB,32.2,1,ME
2015-08-14 00:00:00,SORIANAB,32.3,1,ME
2015-08-18 00:00:00,SORIANAB,32.15,1,ME
2015-08-19 00:00:00,SORIANAB,32.11,1,ME
2015-08-21 00:00:00,SORIANAB,32.06,1,ME
2015-08-31 00:00:00,SORIANAB,32.54,1,ME
2015-09-04 00:00:00,SORIANAB,33.87,1,ME
2015-09-15 00:00:00,SORIANAB,36.73,1,ME
2015-10-05 00:00:00,SORIANAB,36.03,1,ME
2015-10-30 00:00:00,SORIANAB,39.91,1,ME
2015-11-19 00:00:00,SORIANAB,39.5,1,ME
2015-12-02 00:00:00,SORIANAB,39.57,1,ME
2015-12-28 00:00:00,SORIANAB,39.87,1,ME
2016-01-04 00:00:00,SORIANAB,38.95,1,ME
2016-01-11 00:00:00,SORIANAB,39,1,ME
2016-02-03 00:00:00,SORIANAB,39.52,1,ME
2016-02-04 00:00:00,SORIANAB,39,1,ME
2016-02-05 00:00:00,SORIANAB,39.73,1,ME
2016-03-02 00:00:00,SORIANAB,40.14,1,ME
2016-03-03 00:00:00,SORIANAB,40.1,1,ME
2016-03-16 00:00:00,SORIANAB,41.16,1,ME
2016-03-28 00:00:00,SORIANAB,40.67,1,ME
2016-03-31 00:00:00,SORIANAB,40.97,1,ME
2015-05-27 00:00:00,UNIFINA,31.15,0,ME
2015-05-28 00:00:00,UNIFINA,30.9,0,ME
2015-05-29 00:00:00,UNIFINA,31.71,0,ME
2015-06-05 00:00:00,UNIFINA,31.22,0,ME
2015-06-09 00:00:00,UNIFINA,30.91,0,ME
2015-06-17 00:00:00,UNIFINA,31.2,0,ME
2015-06-26 00:00:00,UNIFINA,32.7,0,ME
2015-07-02 00:00:00,UNIFINA,35.74,0,ME
2015-07-14 00:00:00,UNIFINA,38.28,0,ME
2015-07-22 00:00:00,UNIFINA,36.6,0,ME
2015-08-06 00:00:00,UNIFINA,36.18,0,ME
2015-08-10 00:00:00,UNIFINA,36,0,ME
2015-08-13 00:00:00,UNIFINA,35.97,0,ME
2015-08-17 00:00:00,UNIFINA,36.47,0,ME
2015-08-26 00:00:00,UNIFINA,35.54,0,ME
2015-08-27 00:00:00,UNIFINA,36.28,0,ME
2015-09-03 00:00:00,UNIFINA,36.08,0,ME
2015-09-23 00:00:00,UNIFINA,39.06,0,ME
2015-10-02 00:00:00,UNIFINA,39.4,0,ME
2015-10-26 00:00:00,UNIFINA,47.04,0,ME
2015-10-27 00:00:00,UNIFINA,47.6,0,ME
2015-11-06 00:00:00,UNIFINA,52.93,0,ME
2015-11-13 00:00:00,UNIFINA,53.77,0,ME
2015-11-17 00:00:00,UNIFINA,53.77,0,ME
2015-12-16 00:00:00,UNIFINA,49.66,0,ME
2015-12-28 00:00:00,UNIFINA,53.29,0,ME
2016-01-18 00:00:00,UNIFINA,52.44,0,ME
2016-01-27 00:00:00,UNIFINA,53,0,ME
2016-01-28 00:00:00,UNIFINA,52.84,0,ME
2016-02-22 00:00:00,UNIFINA,51.23,0,ME
2016-02-29 00:00:00,UNIFINA,52.42,0,ME
2015-04-01 00:00:00,GCARSOA1,64.55,1,AL
2015-04-07 00:00:00,GCARSOA1,65.47,1,AL
2015-04-21 00:00:00,GCARSOA1,62.91,1,AL
2015-04-23 00:00:00,GCARSOA1,63.88,1,AL
2015-04-27 00:00:00,GCARSOA1,63.81,1,AL
2015-04-28 00:00:00,GCARSOA1,64.46,1,AL
2015-05-22 00:00:00,GCARSOA1,65.5,1,AL
2015-07-29 00:00:00,GCARSOA1,68.24,1,AL
2015-08-27 00:00:00,GCARSOA1,71.79,1,AL
2015-09-02 00:00:00,GCARSOA1,73.67,1,AL
2015-09-09 00:00:00,GCARSOA1,71.7,1,AL
2015-09-15 00:00:00,GCARSOA1,74.97,1,AL
2015-09-22 00:00:00,GCARSOA1,75.11,1,AL
2015-09-25 00:00:00,GCARSOA1,71.66,1,AL
2015-10-09 00:00:00,GCARSOA1,79.89,1,AL
2015-10-12 00:00:00,GCARSOA1,78.87,1,AL
2015-10-19 00:00:00,GCARSOA1,78.54,1,AL
2015-10-21 00:00:00,GCARSOA1,75.44,1,AL
2015-11-09 00:00:00,GCARSOA1,74.55,1,AL
2015-11-19 00:00:00,GCARSOA1,74.01,1,AL
2015-11-25 00:00:00,GCARSOA1,75.23,1,AL
2015-11-26 00:00:00,GCARSOA1,74.2,1,AL
2015-11-27 00:00:00,GCARSOA1,74.51,1,AL
2015-11-30 00:00:00,GCARSOA1,73.41,1,AL
2015-12-15 00:00:00,GCARSOA1,71.22,1,AL
2015-12-21 00:00:00,GCARSOA1,72.01,1,AL
2015-12-28 00:00:00,GCARSOA1,72.2,1,AL
2016-02-02 00:00:00,GCARSOA1,69.27,1,AL
2016-02-03 00:00:00,GCARSOA1,70.2,1,AL
2016-02-11 00:00:00,GCARSOA1,71.97,1,AL
2016-03-03 00:00:00,GCARSOA1,76.29,1,AL
2015-05-05 00:00:00,GENTERA*,27.1,1,AL
2015-05-20 00:00:00,GENTERA*,26.18,1,AL
2015-06-03 00:00:00,GENTERA*,26.37,1,AL
2015-06-08 00:00:00,GENTERA*,27.17,1,AL
2015-06-16 00:00:00,GENTERA*,27.54,1,AL
2015-06-24 00:00:00,GENTERA*,27.81,1,AL
2015-07-03 00:00:00,GENTERA*,27.77,1,AL
2015-07-14 00:00:00,GENTERA*,27.96,1,AL
2015-07-20 00:00:00,GENTERA*,27.99,1,AL
2015-08-07 00:00:00,GENTERA*,28.02,1,AL
2015-08-17 00:00:00,GENTERA*,27.4,1,AL
2015-08-18 00:00:00,GENTERA*,27.36,1,AL
2015-08-19 00:00:00,GENTERA*,27.15,1,AL
2015-08-26 00:00:00,GENTERA*,25.68,1,AL
2015-09-15 00:00:00,GENTERA*,27,1,AL
2015-10-08 00:00:00,GENTERA*,28,1,AL
2015-10-12 00:00:00,GENTERA*,28.24,1,AL
2015-10-13 00:00:00,GENTERA*,28.65,1,AL
2015-10-14 00:00:00,GENTERA*,28.76,1,AL
2015-10-19 00:00:00,GENTERA*,28.81,1,AL
2015-10-21 00:00:00,GENTERA*,29,1,AL
2015-10-22 00:00:00,GENTERA*,29.07,1,AL
2015-11-10 00:00:00,GENTERA*,31.97,1,AL
2015-12-22 00:00:00,GENTERA*,33.34,1,AL
2015-12-28 00:00:00,GENTERA*,32.97,1,AL
2016-01-07 00:00:00,GENTERA*,30.59,1,AL
2016-01-19 00:00:00,GENTERA*,29.29,1,AL
2016-01-22 00:00:00,GENTERA*,30.57,1,AL
2016-02-10 00:00:00,GENTERA*,33.1,1,AL
2016-03-02 00:00:00,GENTERA*,34.26,1,AL
2016-03-07 00:00:00,GENTERA*,34.11,1,AL
2016-03-08 00:00:00,GENTERA*,33.6,1,AL
2015-04-15 00:00:00,MAXCOMCPO,1.91,1,ME
2015-04-30 00:00:00,MAXCOMCPO,1.77,1,ME
2015-05-25 00:00:00,MAXCOMCPO,1.81,1,ME
2015-06-03 00:00:00,MAXCOMCPO,1.76,1,ME
2015-06-15 00:00:00,MAXCOMCPO,1.79,1,ME
2015-07-03 00:00:00,MAXCOMCPO,1.7,1,ME
2015-07-06 00:00:00,MAXCOMCPO,1.69,1,ME
2015-07-10 00:00:00,MAXCOMCPO,1.68,1,ME
2015-07-17 00:00:00,MAXCOMCPO,1.76,1,ME
2015-07-21 00:00:00,MAXCOMCPO,1.7,1,ME
2015-07-28 00:00:00,MAXCOMCPO,1.65,1,ME
2015-08-25 00:00:00,MAXCOMCPO,1.14,1,ME
2015-09-02 00:00:00,MAXCOMCPO,1.13,1,ME
2015-09-03 00:00:00,MAXCOMCPO,1.09,1,ME
2015-09-09 00:00:00,MAXCOMCPO,1.08,1,ME
2015-09-14 00:00:00,MAXCOMCPO,1.04,1,ME
2015-09-29 00:00:00,MAXCOMCPO,1.15,1,ME
2015-09-30 00:00:00,MAXCOMCPO,1.18,1,ME
2015-10-19 00:00:00,MAXCOMCPO,1.39,1,ME
2015-10-20 00:00:00,MAXCOMCPO,1.39,1,ME
2015-10-21 00:00:00,MAXCOMCPO,1.36,1,ME
2015-11-17 00:00:00,MAXCOMCPO,0.995,1,ME
2015-11-18 00:00:00,MAXCOMCPO,0.981,1,ME
2015-11-24 00:00:00,MAXCOMCPO,1.01,1,ME
2015-11-30 00:00:00,MAXCOMCPO,0.98,1,ME
2015-12-02 00:00:00,MAXCOMCPO,0.98,1,ME
2015-12-08 00:00:00,MAXCOMCPO,0.99,1,ME
2016-01-06 00:00:00,MAXCOMCPO,0.975,1,ME
2016-01-12 00:00:00,MAXCOMCPO,0.94,1,ME
2016-01-21 00:00:00,MAXCOMCPO,0.852,1,ME
2016-01-29 00:00:00,MAXCOMCPO,0.813,1,ME
2016-02-19 00:00:00,MAXCOMCPO,0.694,1,ME
2016-03-01 00:00:00,MAXCOMCPO,0.668,1,ME
2016-03-03 00:00:00,MAXCOMCPO,0.95,1,ME
2016-03-11 00:00:00,MAXCOMCPO,0.867,1,ME
2016-03-29 00:00:00,MAXCOMCPO,0.812,1,ME
2015-04-15 00:00:00,MFRISCOA-1,15.4,1,ME
2015-04-28 00:00:00,MFRISCOA-1,13.94,1,ME
2015-05-20 00:00:00,MFRISCOA-1,12.93,1,ME
2015-05-25 00:00:00,MFRISCOA-1,12.6,1,ME
2015-05-28 00:00:00,MFRISCOA-1,12.28,1,ME
2015-06-03 00:00:00,MFRISCOA-1,13.16,1,ME
2015-06-24 00:00:00,MFRISCOA-1,11.76,1,ME
2015-06-25 00:00:00,MFRISCOA-1,11.64,1,ME
2015-07-23 00:00:00,MFRISCOA-1,10.28,1,ME
2015-07-24 00:00:00,MFRISCOA-1,9.92,1,ME
2015-08-12 00:00:00,MFRISCOA-1,10.05,1,ME
2015-08-25 00:00:00,MFRISCOA-1,9.51,1,ME
2015-09-07 00:00:00,MFRISCOA-1,9.02,1,ME
2015-09-15 00:00:00,MFRISCOA-1,9.5,1,ME
2015-09-23 00:00:00,MFRISCOA-1,9,1,ME
2015-10-08 00:00:00,MFRISCOA-1,9.43,1,ME
2015-10-27 00:00:00,MFRISCOA-1,9.14,1,ME
2015-10-29 00:00:00,MFRISCOA-1,8.91,1,ME
2015-10-30 00:00:00,MFRISCOA-1,8.71,1,ME
2015-11-03 00:00:00,MFRISCOA-1,8.52,1,ME
2015-11-09 00:00:00,MFRISCOA-1,8.6,1,ME
2015-11-13 00:00:00,MFRISCOA-1,8.07,1,ME
2015-12-15 00:00:00,MFRISCOA-1,8.41,1,ME
2015-12-23 00:00:00,MFRISCOA-1,8.4,1,ME
2015-12-24 00:00:00,MFRISCOA-1,8.46,1,ME
2015-12-28 00:00:00,MFRISCOA-1,8.44,1,ME
2016-01-08 00:00:00,MFRISCOA-1,8.12,1,ME
2016-01-12 00:00:00,MFRISCOA-1,8.11,1,ME
2016-01-18 00:00:00,MFRISCOA-1,8.28,1,ME
2016-02-15 00:00:00,MFRISCOA-1,8.61,1,ME
2016-03-04 00:00:00,MFRISCOA-1,10,1,ME
2016-03-15 00:00:00,MFRISCOA-1,10.64,1,ME
2015-04-07 00:00:00,Q*,28.25,1,ME
2015-04-10 00:00:00,Q*,29.18,1,ME
2015-04-16 00:00:00,Q*,28.61,1,ME
2015-04-21 00:00:00,Q*,28.51,1,ME
2015-05-07 00:00:00,Q*,28.5,1,ME
2015-05-18 00:00:00,Q*,29.04,1,ME
2015-05-27 00:00:00,Q*,28.23,1,ME
2015-06-02 00:00:00,Q*,27.56,1,ME
2015-06-11 00:00:00,Q*,27.47,1,ME
2015-07-08 00:00:00,Q*,27.72,1,ME
2015-07-16 00:00:00,Q*,28,1,ME
2015-07-22 00:00:00,Q*,27.82,1,ME
2015-07-24 00:00:00,Q*,27.72,1,ME
2015-08-13 00:00:00,Q*,27.41,1,ME
2015-08-14 00:00:00,Q*,27.45,1,ME
2015-09-07 00:00:00,Q*,21.72,1,ME
2015-09-22 00:00:00,Q*,23.27,1,ME
2015-09-24 00:00:00,Q*,23.36,1,ME
2015-09-28 00:00:00,Q*,22.39,1,ME
2015-10-05 00:00:00,Q*,22.92,1,ME
2015-10-09 00:00:00,Q*,22.99,1,ME
2015-10-23 00:00:00,Q*,20.38,1,ME
2015-10-26 00:00:00,Q*,20.53,1,ME
2015-10-28 00:00:00,Q*,20.33,1,ME
2015-10-29 00:00:00,Q*,20.26,1,ME
2015-10-30 00:00:00,Q*,20.58,1,ME
2015-11-18 00:00:00,Q*,19.91,1,ME
2015-11-20 00:00:00,Q*,19.88,1,ME
2015-11-24 00:00:00,Q*,19.5,1,ME
2015-12-17 00:00:00,Q*,21.29,1,ME
2016-01-13 00:00:00,Q*,19.96,1,ME
2016-01-18 00:00:00,Q*,21.52,1,ME
2016-01-29 00:00:00,Q*,20.1,1,ME
2016-02-05 00:00:00,Q*,20.5,1,ME
2016-02-10 00:00:00,Q*,20.94,1,ME
2016-03-09 00:00:00,Q*,20.1,1,ME
2016-03-23 00:00:00,Q*,20.02,1,ME
2015-04-01 00:00:00,VOLARA,16.99,1,AL
2015-04-22 00:00:00,VOLARA,20.69,1,AL
2015-05-04 00:00:00,VOLARA,18.63,1,AL
2015-05-22 00:00:00,VOLARA,17.98,1,AL
2015-06-05 00:00:00,VOLARA,19.07,1,AL
2015-06-10 00:00:00,VOLARA,19.01,1,AL
2015-07-09 00:00:00,VOLARA,19.95,1,AL
2015-07-21 00:00:00,VOLARA,21.69,1,AL
2015-07-29 00:00:00,VOLARA,21.69,1,AL
2015-08-20 00:00:00,VOLARA,23.14,1,AL
2015-08-28 00:00:00,VOLARA,22.46,1,AL
2015-09-01 00:00:00,VOLARA,22.2,1,AL
2015-09-08 00:00:00,VOLARA,23.78,1,AL
2015-09-29 00:00:00,VOLARA,24.91,1,AL
2015-10-02 00:00:00,VOLARA,24.39,1,AL
2015-10-09 00:00:00,VOLARA,25.41,1,AL
2015-11-06 00:00:00,VOLARA,29.22,1,AL
2015-11-18 00:00:00,VOLARA,28.01,1,AL
2015-12-04 00:00:00,VOLARA,29.7,1,AL
2015-12-07 00:00:00,VOLARA,30.56,1,AL
